,ticker,esg_rating,carbon_intensity,quality_score,quality_score_qtl,carbon_intensity_qtl,grade
1699,BIB,A,21.69,6.21,Q2,Q1,
1700,DBEM,BBB,321.65,5.46,Q1,Q4,F
1701,LABD,BBB,1.6,5.42,Q1,Q1,
1702,JIG,AA,128.41,7.78,Q4,Q2,C
1703,OILK,,,,Q4,Q4,
1704,NETL,BB,63.69,3.62,Q1,Q1,C
1705,RISN,A,84.34,6.26,Q2,Q2,
1706,QQQN,A,132.79,6.5,Q3,Q2,B
1707,FXB,,,,Q4,Q4,B
1708,TPIF,AA,173.64,7.5,Q4,Q3,F
1709,DWUS,A,169.43,6.69,Q3,Q3,
1710,PZT,,,,Q4,Q4,C
1711,MAYW,,,,Q4,Q4,
1712,EJAN,,,,Q4,Q4,
1713,XTWO,,,,Q4,Q4,
1714,CIL,AA,149.09,7.53,Q4,Q3,C
1715,FIDI,AA,200.38,7.47,Q4,Q3,B
1716,ONOF,A,116.09,6.66,Q3,Q2,
1717,UYLD,,,,Q4,Q4,
1718,UOCT,,,,Q4,Q4,
1719,MGMT,BBB,364.07,5.49,Q1,Q4,D
1720,SVAL,BBB,153.01,4.84,Q1,Q3,
1721,VALT,A,333.39,5.98,Q2,Q4,
1722,VFMV,A,106.08,5.89,Q2,Q2,B
1723,PSCC,BB,74.59,4.16,Q1,Q2,B
1724,RXL,A,12.87,7.01,Q4,Q1,
1725,DXD,,,,Q4,Q4,
1726,OAIM,,,,Q4,Q4,
1727,IIGD,A,320.65,6.63,Q3,Q4,B
1728,CHAT,,,,Q4,Q4,
1729,QWLD,A,132.9,7.08,Q4,Q2,B
1730,BSMR,,,,Q4,Q4,
1731,EVX,A,493.66,6.02,Q2,Q4,
1732,DWAW,A,199.15,6.5,Q3,Q3,
1733,KGRN,A,350.0,6.06,Q2,Q4,F
1734,PXI,BBB,461.61,5.41,Q1,Q4,B
1735,MFUL,A,224.33,5.77,Q2,Q3,
1736,IBTK,A,,5.72,Q1,Q4,
1737,NJAN,,,,Q4,Q4,
1738,IQHI,,,,Q4,Q4,
1739,RAYC,BB,119.82,3.33,Q1,Q2,D
1740,MMTM,A,114.9,6.65,Q3,Q2,B
1741,QYLG,A,46.67,6.71,Q3,Q1,
1742,UJUN,,,,Q4,Q4,
1743,FLSP,,,,Q4,Q4,
1744,IBTM,,,,Q4,Q4,
1745,SPRE,A,80.46,6.47,Q3,Q2,
1746,UAUG,,,,Q4,Q4,
1747,HGER,,,,Q4,Q4,
1748,BYLD,A,225.95,6.01,Q2,Q3,
1749,IMOM,A,264.09,6.87,Q4,Q4,C
1750,UMAY,,,,Q4,Q4,
1751,PBTP,A,,5.72,Q1,Q4,B
1752,DGP,,,,Q4,Q4,
1753,FMCX,A,103.57,6.12,Q2,Q2,
1754,FXC,,,,Q4,Q4,B
1755,DEED,,,,Q4,Q4,C
1756,SGLC,,,,Q4,Q4,
1757,DJIA,A,31.18,7.13,Q4,Q1,
1758,DBE,,,,Q4,Q4,
1759,AVMU,,,,Q4,Q4,B
1760,RFDA,A,307.5,6.4,Q3,Q4,C
1761,FID,A,358.62,6.75,Q3,Q4,F
1762,SHYL,BBB,373.68,4.97,Q1,Q4,
1763,TPSC,BBB,145.28,5.34,Q1,Q3,C
1764,DRIP,BBB,1.6,5.18,Q1,Q1,
1765,EEMX,A,241.93,5.72,Q1,Q4,C
1766,EMTL,BBB,766.63,5.46,Q1,Q4,
1767,BNDD,A,,5.72,Q1,Q4,C
1768,NXTE,,,,Q4,Q4,D
1769,MINO,,,,Q4,Q4,
1770,CSF,BBB,142.84,5.37,Q1,Q3,B
1771,UGA,,,,Q4,Q4,
1772,HIBL,A,120.08,6.06,Q2,Q2,
1773,BLCN,A,19.5,6.23,Q2,Q1,
1774,XBJL,,,,Q4,Q4,
1775,IGLD,BBB,1.6,5.71,Q1,Q1,
1776,ISHG,A,,6.51,Q3,Q4,
1777,UDN,,,,Q4,Q4,
1778,UDEC,,,,Q4,Q4,
1779,QDIV,AA,188.92,7.24,Q4,Q3,
1780,USL,,,,Q4,Q4,
1781,SEIX,,,,Q4,Q4,C
1782,XBAP,,,,Q4,Q4,
1783,GLDI,,,,Q4,Q4,
1784,FFTI,A,271.89,5.85,Q2,Q4,
1785,UVIX,,,,Q4,Q4,
1786,BKCI,AA,230.86,7.9,Q4,Q3,
1787,APIE,,,,Q4,Q4,
1788,AMNA,,,,Q4,Q4,
1789,IBTL,A,,5.72,Q1,Q4,
1790,KURE,BBB,69.17,4.6,Q1,Q2,F
1791,GRNB,A,742.17,6.66,Q3,Q4,C
1792,IQDY,AA,191.6,7.2,Q4,Q3,F
1793,IBTJ,A,,5.72,Q1,Q4,
1794,PSTP,,,,Q4,Q4,
1795,CWS,A,42.56,6.42,Q3,Q1,C
1796,MPRO,A,499.76,6.53,Q3,Q4,
1797,VEGN,A,22.25,7.06,Q4,Q1,
1798,HYFI,,,,Q4,Q4,
1799,CLOZ,,,,Q4,Q4,C
1800,ACSI,A,153.1,6.45,Q3,Q3,
1801,AIVI,AA,216.59,7.65,Q4,Q3,C
1802,MBSD,,,,Q4,Q4,C
1803,HDUS,,,,Q4,Q4,
1804,QABA,BB,4.82,4.05,Q1,Q1,B
1805,SPYC,A,122.41,6.68,Q3,Q2,
1806,XOUT,A,43.07,6.8,Q3,Q1,C
1807,TPHE,A,613.58,6.84,Q4,Q4,C
1808,UPAR,A,268.08,5.96,Q2,Q4,
1809,TMFS,BBB,29.31,5.67,Q1,Q1,
1810,BITI,,,,Q4,Q4,
1811,TBJL,,,,Q4,Q4,D
1812,RESP,A,61.14,6.96,Q4,Q1,C
1813,SVIX,,,,Q4,Q4,
1814,INKM,A,328.17,5.91,Q2,Q4,
1815,FICS,AA,97.16,7.56,Q4,Q2,
1816,BKF,BBB,338.62,5.0,Q1,Q4,F
1817,ARGT,A,,5.79,Q2,Q4,B
1818,CLIP,,,,Q4,Q4,
1819,FFHG,A,151.85,6.0,Q2,Q3,
1820,TDSE,A,110.54,6.26,Q2,Q2,
1821,QAT,BB,869.47,3.43,Q1,Q4,F
1822,QLVD,AA,113.76,7.48,Q4,Q2,
1823,MBOX,A,119.18,6.87,Q4,Q2,B
1824,ARB,A,50.99,6.12,Q2,Q1,
1825,DALT,A,167.0,6.19,Q2,Q3,
1826,XBJA,,,,Q4,Q4,
1827,NOCT,,,,Q4,Q4,
1828,EUDG,AA,83.69,7.86,Q4,Q2,C
1829,UFEB,,,,Q4,Q4,
1830,AMUB,,,,Q4,Q4,
1831,MARB,A,67.87,5.85,Q2,Q2,
1832,ECON,A,62.26,5.75,Q2,Q1,D
1833,MIDU,A,146.8,5.76,Q2,Q3,
1834,SPDV,A,206.75,6.73,Q3,Q3,
1835,PYLD,,,,Q4,Q4,
1836,FXA,,,,Q4,Q4,C
1837,USEP,,,,Q4,Q4,
1838,LCR,A,87.33,6.2,Q2,Q2,
1839,IGN,A,12.26,6.7,Q3,Q1,B
1840,JUNW,,,,Q4,Q4,
1841,LEXI,A,104.74,6.89,Q4,Q2,
1842,JULT,,,,Q4,Q4,
1843,PINK,A,24.01,6.72,Q3,Q1,B
1844,FGDL,,,,Q4,Q4,B
1845,BSMS,,,,Q4,Q4,
1846,YMAR,,,,Q4,Q4,
1847,SAMT,A,187.36,6.89,Q4,Q3,
1848,EAPR,,,,Q4,Q4,
1849,URE,A,93.74,6.95,Q4,Q2,
1850,TIME,A,21.01,6.1,Q2,Q1,D
1851,FEBW,,,,Q4,Q4,
1852,DIVZ,A,393.59,6.09,Q2,Q4,
1853,XYLG,A,123.29,6.69,Q3,Q2,
1854,FLLA,BBB,300.37,5.09,Q1,Q4,B
1855,MRSK,,,,Q4,Q4,
1856,YDEC,,,,Q4,Q4,
1857,PFRL,,,,Q4,Q4,
1858,LCG,A,46.87,6.81,Q3,Q1,C
1859,SIXS,BBB,155.31,4.46,Q1,Q3,D
1860,SPC,,,,Q4,Q4,
1861,BJK,A,84.39,5.9,Q2,Q2,C
1862,KBWR,BBB,4.91,4.34,Q1,Q1,C
1863,LBAY,A,212.25,6.26,Q2,Q3,D
1864,MKOR,,,,Q4,Q4,
1865,UMAR,,,,Q4,Q4,
1866,IPKW,A,212.79,6.32,Q2,Q3,F
1867,GTR,,,,Q4,Q4,
1868,ZECP,A,212.05,7.01,Q4,Q3,C
1869,NLR,A,840.46,5.92,Q2,Q4,C
1870,RNRG,AA,415.98,7.5,Q4,Q4,
1871,BUZZ,BBB,52.11,5.7,Q1,Q1,
1872,SZNE,A,36.01,7.13,Q4,Q1,
1873,TPLE,A,265.59,6.59,Q3,Q4,C
1874,IDUB,A,,,Q4,Q4,
1875,PPI,A,427.84,6.87,Q4,Q4,
1876,FDV,,,,Q4,Q4,
1877,MEM,,,,Q4,Q4,
1878,DAPP,,,,Q4,Q4,
1879,RETL,A,20.61,5.99,Q2,Q1,
1880,HERD,A,257.52,6.48,Q3,Q4,
1881,FFIU,A,121.99,6.01,Q2,Q2,D
1882,FDLS,,,,Q4,Q4,
1883,OILU,,,,Q4,Q4,
1884,PFFR,BB,64.03,3.96,Q1,Q1,
1885,INDL,BBB,456.52,5.32,Q1,Q4,
1886,BTC,A,,,Q4,Q4,
1887,SFYX,A,182.97,5.8,Q2,Q3,B
1888,DEEF,AA,228.75,7.17,Q4,Q3,C
1889,FTXR,A,202.21,6.73,Q3,Q3,C
1890,WBIY,A,239.41,6.28,Q2,Q4,D
1891,OVT,A,174.88,6.67,Q3,Q3,
1892,QVOY,,,,Q4,Q4,
1893,CHAU,BBB,252.47,4.49,Q1,Q4,
1894,LQDI,A,150.35,6.6,Q3,Q3,
1895,ECOW,BBB,606.85,4.94,Q1,Q4,F
1896,KWT,BB,319.7,3.55,Q1,Q4,
1897,HYMU,,,,Q4,Q4,C
1898,KOCT,,,,Q4,Q4,
1899,AMTR,,,,Q4,Q4,
1900,ECNS,,,,Q4,Q4,F
1901,UBT,A,,,Q4,Q4,
1902,CLSA,A,106.7,6.1,Q2,Q2,
1903,DVOL,A,102.58,5.93,Q2,Q2,C
1904,ZSL,,,,Q4,Q4,
1905,DAX,AA,131.97,7.39,Q4,Q2,
1906,FTQI,A,,,Q4,Q4,C
1907,EPV,,,,Q4,Q4,
1908,BSJS,BBB,240.89,5.09,Q1,Q4,D
1909,FIBR,A,225.47,6.44,Q3,Q3,
1910,NFLT,BBB,,,Q4,Q4,C
1911,IFED,,,,Q4,Q4,
1912,GLIN,BBB,194.46,5.23,Q1,Q3,
1913,WBIG,A,17.36,6.03,Q2,Q1,
1914,HAIL,A,85.9,6.65,Q3,Q2,C
1915,EMXF,A,121.34,6.59,Q3,Q2,
1916,HFND,,,,Q4,Q4,
1917,EUSC,AA,163.07,7.16,Q4,Q3,C
1918,RSPC,BBB,,,Q4,Q4,B
1919,NORW,AA,247.93,8.01,Q4,Q4,D
1920,ISRA,A,73.27,5.8,Q2,Q2,F
1921,HIPS,BB,,,Q4,Q4,
1922,KLIP,,,,Q4,Q4,
1923,CVIE,,,,Q4,Q4,
1924,THNQ,A,16.06,6.76,Q3,Q1,
1925,FDRV,A,106.56,6.58,Q3,Q2,
1926,IDMO,AA,138.77,7.42,Q4,Q3,F
1927,RULE,A,150.93,5.86,Q2,Q3,
1928,BDRY,A,,,Q4,Q4,
1929,EBIZ,BBB,11.81,5.6,Q1,Q1,C
1930,CUT,AA,290.94,7.16,Q4,Q4,F
1931,RISR,,,,Q4,Q4,
1932,CRUZ,BBB,951.8,5.33,Q1,Q4,B
1933,XTL,A,27.3,6.22,Q2,Q1,B
1934,MSFU,,,,Q4,Q4,
1935,TARK,,,,Q4,Q4,
1936,EWO,AA,183.71,7.91,Q4,Q3,C
1937,SFLR,,,,Q4,Q4,
1938,DRN,A,92.45,6.59,Q3,Q2,
1939,TPMN,,,,Q4,Q4,C
1940,ACVF,A,125.05,7.08,Q4,Q2,C
1941,PJFG,,,,Q4,Q4,C
1942,LDEM,A,244.18,6.45,Q3,Q4,D
1943,FLSW,AA,91.52,7.83,Q4,Q2,B
1944,UTRN,A,833.44,6.28,Q2,Q4,D
1945,VAMO,BBB,336.66,5.2,Q1,Q4,C
1946,BTEC,BBB,34.08,5.13,Q1,Q1,C
1947,BBLB,,,,Q4,Q4,
1948,TFLR,,,,Q4,Q4,C
1949,CSD,A,132.9,6.03,Q2,Q2,C
1950,NURE,BBB,63.33,4.41,Q1,Q1,C
1951,VEGA,A,141.72,6.6,Q3,Q3,
1952,ZHDG,BBB,,,Q4,Q4,
1953,WUCT,,,,Q4,Q4,
1954,RUFF,A,30.79,6.76,Q3,Q1,D
1955,LCLG,,,,Q4,Q4,D
1956,AVSE,BBB,105.31,5.53,Q1,Q2,C
1957,ADPV,,,,Q4,Q4,
1958,GRN,,,,Q4,Q4,F
1959,FDIG,BB,199.2,4.27,Q1,Q3,
1960,NTSE,A,262.3,5.98,Q2,Q4,
1961,HSUN,,,,Q4,Q4,
1962,SRS,,,,Q4,Q4,
1963,APRJ,,,,Q4,Q4,
1964,TYA,,,,Q4,Q4,B
1965,XJR,BBB,81.43,5.4,Q1,Q2,B
1966,IHY,BBB,442.08,5.53,Q1,Q4,D
1967,HYXU,A,123.02,5.97,Q2,Q2,
1968,GLRY,A,220.44,5.83,Q2,Q3,D
1969,TGRW,A,26.68,6.77,Q3,Q1,C
1970,TTAI,A,166.93,7.13,Q4,Q3,C
1971,BBCB,AA,,,Q4,Q4,
1972,XBOC,,,,Q4,Q4,
1973,TRND,A,115.91,6.53,Q3,Q2,
1974,CARZ,A,84.11,6.8,Q3,Q2,
1975,TUSI,,,,Q4,Q4,C
1976,QGRW,,,,Q4,Q4,
1977,IG,A,437.09,6.12,Q2,Q4,B
1978,ESGS,AA,249.89,7.25,Q4,Q4,C
1979,GJUL,,,,Q4,Q4,
1980,ARCM,A,318.5,6.03,Q2,Q4,D
1981,XBB,,,,Q4,Q4,
1982,EBLU,AA,127.67,7.94,Q4,Q2,
1983,VFLO,,,,Q4,Q4,
1984,GAA,BBB,387.76,5.63,Q1,Q4,
1985,GDXD,,,,Q4,Q4,
1986,SBND,BBB,425.53,5.43,Q1,Q4,
1987,GEMD,BB,619.8,4.01,Q1,Q4,
1988,ICAP,BBB,305.43,5.69,Q1,Q4,F
1989,FIG,,,,Q4,Q4,
1990,FIVA,AA,164.8,7.42,Q4,Q3,C
1991,XRLV,A,538.06,6.79,Q3,Q4,B
1992,CAMX,,,,Q4,Q4,
1993,SNAV,,,,Q4,Q4,
1994,HYDR,A,308.47,6.62,Q3,Q4,
1995,DDIV,A,406.46,6.04,Q2,Q4,C
1996,FMAG,AA,124.86,7.16,Q4,Q2,
1997,UFO,BBB,21.15,5.52,Q1,Q1,F
1998,VIXM,,,,Q4,Q4,C
1999,UMMA,AA,97.26,7.65,Q4,Q2,
2000,GAMR,BBB,30.86,5.46,Q1,Q1,
2001,OARK,,,,Q4,Q4,
2002,IGBH,A,460.46,6.4,Q3,Q4,
2003,GURU,A,141.75,6.04,Q2,Q3,
2004,ROMO,AA,109.0,7.27,Q4,Q2,
2005,CIZ,AA,147.77,7.53,Q4,Q3,C
2006,BSMT,,,,Q4,Q4,
2007,BSMU,,,,Q4,Q4,
2008,CDX,,,,Q4,Q4,
2009,AFK,A,226.77,6.5,Q3,Q3,F
2010,EUO,,,,Q4,Q4,
2011,AGGH,A,204.35,6.19,Q2,Q3,
2012,UYM,A,621.17,6.78,Q3,Q4,
2013,USAI,A,808.93,6.4,Q3,Q4,
2014,EWUS,AA,92.24,7.48,Q4,Q2,C
2015,VXZ,,,,Q4,Q4,B
2016,OVB,A,274.5,6.06,Q2,Q4,
2017,BUFB,,,,Q4,Q4,
2018,BKSB,A,182.63,6.65,Q3,Q3,
2019,IAUF,A,560.07,6.9,Q4,Q4,
2020,AMAX,A,119.19,6.24,Q2,Q2,
2021,NACP,A,125.67,6.8,Q3,Q2,
2022,STNC,AAA,,,Q4,Q4,
2023,ENTR,A,22.87,5.99,Q2,Q1,C
2024,LEAD,AA,83.63,7.24,Q4,Q2,
2025,PVI,,,,Q4,Q4,
2026,HSRT,,,,Q4,Q4,C
2027,MLPR,,,,Q4,Q4,
2028,ASEA,A,291.57,6.9,Q4,Q4,F
2029,AGNG,A,22.68,6.68,Q3,Q1,B
2030,WBIL,A,14.38,6.56,Q3,Q1,F
2031,XDSQ,,,,Q4,Q4,
2032,AAPU,,,,Q4,Q4,
2033,CVSB,,,,Q4,Q4,
2034,HYRM,BBB,299.99,5.16,Q1,Q4,
2035,UTES,A,,6.66,Q3,Q4,C
2036,DJCB,,,,Q4,Q4,
2037,QEMM,BBB,259.77,5.44,Q1,Q4,F
2038,AZTD,,,,Q4,Q4,
2039,PTEU,AA,120.21,7.84,Q4,Q2,
2040,EASG,AA,88.93,8.37,Q4,Q2,B
2041,WBIF,A,324.6,6.25,Q2,Q4,
2042,FDFF,,,,Q4,Q4,
2043,XSHQ,BBB,187.68,5.24,Q1,Q3,B
2044,TSLS,,,,Q4,Q4,
2045,PP,,,,Q4,Q4,
2046,PFIG,A,221.08,6.7,Q3,Q3,C
2047,SURE,AA,,,Q4,Q4,D
2048,PAB,,,,Q4,Q4,C
2049,EMCB,BBB,723.75,5.46,Q1,Q4,D
2050,FMED,,,,Q4,Q4,
2051,SDEM,BB,,,Q4,Q4,F
2052,ISWN,A,1.6,5.72,Q1,Q1,
2053,MBND,,,,Q4,Q4,
2054,SCYB,,,,Q4,Q4,
2055,HIBS,BBB,1.6,5.19,Q1,Q1,
2056,UTEN,,,,Q4,Q4,
2057,MID,A,50.51,6.82,Q3,Q1,
2058,DXJS,BBB,131.13,5.01,Q1,Q2,F
2059,XBTF,A,,5.72,Q1,Q4,
2060,NVDY,,,,Q4,Q4,
2061,MAMB,A,179.35,5.96,Q2,Q3,
2062,YALL,,,,Q4,Q4,
2063,GHTA,BBB,380.77,5.49,Q1,Q4,
2064,LOUP,A,29.16,6.49,Q3,Q1,
2065,FCLD,AA,40.15,7.64,Q4,Q1,
2066,XDOC,,,,Q4,Q4,
2067,UNOV,,,,Q4,Q4,
2068,MMLG,A,22.48,6.57,Q3,Q1,C
2069,RIET,BB,48.71,3.6,Q1,Q1,
2070,TOUS,,,,Q4,Q4,
2071,WANT,A,69.49,6.16,Q2,Q2,
2072,ZIG,BBB,256.35,5.08,Q1,Q4,D
2073,OCTT,,,,Q4,Q4,
2074,SPXN,A,135.25,6.78,Q3,Q3,B
2075,OEUR,AAA,,,Q4,Q4,
2076,MAYT,,,,Q4,Q4,
2077,BSTP,,,,Q4,Q4,
2078,SSFI,A,223.01,5.89,Q2,Q3,
2079,GXTG,A,143.64,5.89,Q2,Q3,
2080,PSMJ,,,,Q4,Q4,
2081,DFRA,A,432.2,6.11,Q2,Q4,
2082,EFZ,,,,Q4,Q4,
2083,SIXO,,,,Q4,Q4,
2084,WPS,A,64.81,6.63,Q3,Q1,C
2085,NUSA,A,543.74,6.36,Q2,Q4,C
2086,WOMN,A,89.4,6.98,Q4,Q2,F
2087,UAE,BBB,149.85,5.32,Q1,Q3,D
2088,SPVM,A,407.99,6.5,Q3,Q4,
2089,BEMB,,,,Q4,Q4,
2090,CLOA,,,,Q4,Q4,B
2091,APRQ,,,,Q4,Q4,
2092,PXQ,A,10.85,6.4,Q3,Q1,C
2093,KSTR,B,140.55,1.84,Q1,Q3,F
2094,MBCC,A,137.73,6.99,Q4,Q3,
2095,DVYA,A,271.51,6.64,Q3,Q4,
2096,HDMV,AA,184.54,7.45,Q4,Q3,D
2097,FDCF,,,,Q4,Q4,
2098,DWMF,AA,118.89,7.33,Q4,Q2,C
2099,PUI,A,,7.0,Q4,Q4,
2100,DEEP,BBB,105.73,4.65,Q1,Q2,
2101,WLDR,A,188.67,6.86,Q4,Q3,
2102,BUL,A,271.05,6.67,Q3,Q4,C
2103,FEDM,AA,64.05,8.17,Q4,Q1,
2104,FPAG,A,287.93,5.8,Q2,Q4,C
2105,EQRR,A,260.77,6.75,Q3,Q4,C
2106,QTJA,,,,Q4,Q4,
2107,CRDT,,,,Q4,Q4,
2108,CARY,,,,Q4,Q4,
2109,UBOT,A,12.49,6.64,Q3,Q1,
2110,RDFI,,,,Q4,Q4,
2111,RAYD,A,66.28,6.75,Q3,Q1,
2112,FRNW,AA,321.5,7.23,Q4,Q4,
2113,GOEX,BBB,548.35,5.36,Q1,Q4,
2114,MSMR,A,45.76,6.25,Q2,Q1,
2115,DFCA,,,,Q4,Q4,
2116,AMND,,,,Q4,Q4,
2117,DFNV,A,11.38,6.69,Q3,Q1,F
2118,RAYE,BBB,139.48,5.0,Q1,Q3,
2119,FEIG,A,139.61,7.05,Q4,Q3,C
2120,SHUS,A,171.24,6.46,Q3,Q3,
2121,SMHB,,,,Q4,Q4,
2122,DBEZ,AA,130.2,7.74,Q4,Q2,C
2123,SPXE,A,111.25,6.71,Q3,Q2,B
2124,PY,A,75.52,6.71,Q3,Q2,B
2125,HOMZ,BBB,62.41,5.57,Q1,Q1,
2126,RSEE,A,162.52,6.5,Q3,Q3,
2127,REK,,,,Q4,Q4,
2128,ALTY,BBB,527.72,5.42,Q1,Q4,
2129,IHYF,BBB,258.9,5.39,Q1,Q4,C
2130,WBND,,,,Q4,Q4,
2131,MOON,BBB,31.7,5.06,Q1,Q1,C
2132,SFIG,A,200.14,6.6,Q3,Q3,C
2133,CBON,BB,42.02,2.89,Q1,Q1,
2134,FEUS,A,66.12,7.14,Q4,Q1,
2135,HTUS,AA,,,Q4,Q4,
2136,PLTM,,,,Q4,Q4,F
2137,HDRO,A,469.8,5.86,Q2,Q4,D
2138,PSET,AA,40.49,7.26,Q4,Q1,B
2139,FLMX,BBB,237.18,4.95,Q1,Q3,B
2140,SOYB,,,,Q4,Q4,F
2141,TYD,BBB,1.6,5.61,Q1,Q1,
2142,AGOV,BBB,3.44,5.29,Q1,Q1,
2143,VSLU,A,62.43,6.62,Q3,Q1,C
2144,VMOT,A,,,Q4,Q4,
2145,OALC,A,77.2,6.84,Q4,Q2,D
2146,MBNE,,,,Q4,Q4,
2147,APRT,,,,Q4,Q4,
2148,FIAX,,,,Q4,Q4,
2149,ROSC,BBB,145.72,4.74,Q1,Q3,
2150,PXJ,BBB,507.42,5.23,Q1,Q4,C
2151,WEBS,BBB,1.6,5.37,Q1,Q1,
2152,PAMC,A,88.0,6.1,Q2,Q2,
2153,ECLN,AA,,7.29,Q4,Q4,D
2154,EINC,A,806.08,6.47,Q3,Q4,C
2155,XFIV,,,,Q4,Q4,
2156,BRF,BBB,231.58,4.56,Q1,Q3,F
2157,HEWG,AA,131.61,7.52,Q4,Q2,
2158,RNEM,BBB,354.42,5.19,Q1,Q4,
2159,JIB,,,,Q4,Q4,C
2160,QPFF,A,241.11,5.86,Q2,Q4,
2161,RSX,BB,,,Q4,Q4,
2162,PBDC,,,,Q4,Q4,
2163,CLOX,,,,Q4,Q4,
2164,SAGP,A,56.98,6.86,Q4,Q1,
2165,TPOR,A,299.22,6.43,Q3,Q4,
2166,CLSC,A,63.78,6.08,Q2,Q1,
2167,IBHG,BBB,359.87,5.07,Q1,Q4,
2168,DSCF,A,149.63,6.1,Q2,Q3,
2169,AMZU,,,,Q4,Q4,
2170,FSMO,A,140.33,6.09,Q2,Q3,
2171,FLRG,A,73.8,6.46,Q3,Q2,C
2172,CRAK,A,374.45,6.69,Q3,Q4,D
2173,CHIS,BB,143.2,3.95,Q1,Q3,D
2174,SHOC,,,,Q4,Q4,
2175,RINF,,,,Q4,Q4,
2176,URNJ,,,,Q4,Q4,
2177,THY,BBB,318.28,5.25,Q1,Q4,
2178,LRNZ,A,10.16,6.17,Q2,Q1,B
2179,IDVO,,,,Q4,Q4,C
2180,RAFE,A,49.41,6.99,Q4,Q1,C
2181,AEMB,BB,,4.11,Q1,Q4,
2182,KORU,BBB,182.68,5.58,Q1,Q3,
2183,VNSE,A,161.54,6.94,Q4,Q3,
2184,GXG,A,393.5,6.36,Q2,Q4,F
2185,PGRO,A,30.55,7.0,Q4,Q1,
2186,RFEM,BBB,310.91,5.52,Q1,Q4,D
2187,SSXU,,,,Q4,Q4,
2188,UMDD,A,153.56,5.89,Q2,Q3,
2189,YOLO,,,,Q4,Q4,F
2190,PEXL,A,89.81,6.6,Q3,Q2,C
2191,GRES,A,310.79,7.03,Q4,Q4,
2192,THYF,,,,Q4,Q4,D
2193,MCSE,,,,Q4,Q4,D
2194,ICLO,,,,Q4,Q4,
2195,TUGN,,,,Q4,Q4,
2196,SCDL,,,,Q4,Q4,
2197,HJEN,A,494.01,6.57,Q3,Q4,
2198,NUAG,A,691.75,6.17,Q2,Q4,C
2199,SPXT,A,169.0,6.3,Q2,Q3,B
2200,HDG,BBB,143.52,5.63,Q1,Q3,
2201,WFH,A,12.52,6.73,Q3,Q1,
2202,SDSI,,,,Q4,Q4,
2203,KEMX,A,295.1,6.26,Q2,Q4,D
2204,AMID,,,,Q4,Q4,C
2205,WCBR,A,9.9,5.95,Q2,Q1,
2206,SAA,BBB,105.62,5.37,Q1,Q2,
2207,TWIO,BBB,266.87,5.06,Q1,Q4,
2208,UTSL,A,,6.77,Q3,Q4,
2209,LKOR,A,353.86,6.13,Q2,Q4,
2210,KVLE,A,480.73,6.89,Q4,Q4,
2211,IDX,BBB,696.63,5.22,Q1,Q4,F
2212,DYNF,A,95.34,6.75,Q3,Q2,C
2213,RMIF,,,,Q4,Q4,
2214,GFGF,AA,26.71,7.25,Q4,Q1,C
2215,COWG,,,,Q4,Q4,
2216,EDOG,BBB,545.51,5.58,Q1,Q4,F
2217,GGLL,,,,Q4,Q4,
2218,EFIX,BB,,4.17,Q1,Q4,
2219,PBS,BBB,9.17,4.59,Q1,Q1,C
2220,LFEQ,A,122.47,6.68,Q3,Q2,
2221,DFHY,BBB,308.55,5.64,Q1,Q4,
2222,SIFI,A,188.57,6.13,Q2,Q3,
2223,IWDL,,,,Q4,Q4,
2224,QULL,,,,Q4,Q4,
2225,FORH,A,222.28,5.81,Q2,Q3,
2226,FDEV,AA,92.4,7.47,Q4,Q2,C
2227,FITE,A,17.0,6.4,Q3,Q1,C
2228,FPFD,A,406.85,6.2,Q2,Q4,
2229,MNBD,,,,Q4,Q4,C
2230,MMCA,,,,Q4,Q4,C
2231,FLAU,AA,175.49,7.73,Q4,Q3,B
2232,BDCX,,,,Q4,Q4,
2233,INNO,A,55.19,6.88,Q4,Q1,
2234,XTWY,,,,Q4,Q4,
2235,PSMD,,,,Q4,Q4,
2236,PSMR,,,,Q4,Q4,
2237,EURL,A,79.61,6.76,Q3,Q2,
2238,FEBT,,,,Q4,Q4,
2239,HISF,A,231.88,6.19,Q2,Q3,
2240,VPN,AA,159.86,7.56,Q4,Q3,
2241,BTF,A,,,Q4,Q4,
2242,GENY,A,15.57,5.86,Q2,Q1,C
2243,SXQG,A,38.99,7.07,Q4,Q1,D
2244,FDNI,A,11.89,6.28,Q2,Q1,
2245,SNLN,,,,Q4,Q4,
2246,PWS,A,,,Q4,Q4,
2247,DUSL,A,116.94,6.5,Q3,Q2,
2248,TMFX,A,42.34,6.09,Q2,Q1,
2249,EGIS,A,67.34,6.79,Q3,Q2,D
2250,SCRD,A,111.37,7.01,Q4,Q2,
2251,TSPA,A,143.97,6.59,Q3,Q3,C
2252,MLPO,,,,Q4,Q4,
2253,MCH,,,,Q4,Q4,
2254,YLDE,A,173.53,6.77,Q3,Q3,C
2255,APMU,,,,Q4,Q4,
2256,IMSI,,,,Q4,Q4,C
2257,NGE,BBB,,,Q4,Q4,F
2258,EOCT,,,,Q4,Q4,
2259,USML,,,,Q4,Q4,
2260,FLAX,BBB,312.68,5.69,Q1,Q4,C
2261,PFI,BBB,16.5,4.67,Q1,Q1,C
2262,RFCI,A,267.0,6.22,Q2,Q4,D
