,ticker,esg_rating,carbon_intensity,quality_score,quality_score_qtl,carbon_intensity_qtl,grade
587,FTXG,AA,73.75,7.56,Q4,Q2,B
588,FTC,A,163.77,6.63,Q3,Q3,B
589,JEMA,A,172.81,5.79,Q2,Q3,B
590,MUNI,,,,Q4,Q4,
591,CGW,AA,132.0,7.46,Q4,Q2,D
592,LDUR,A,188.15,5.96,Q2,Q3,
593,TSLL,,,,Q4,Q4,
594,QUS,A,147.36,6.82,Q3,Q3,A
595,PKW,A,114.84,6.43,Q3,Q2,B
596,RAVI,A,146.55,6.86,Q4,Q3,A
597,KSA,BB,794.1,3.67,Q1,Q4,C
598,IHF,AA,12.56,7.4,Q4,Q1,A
599,GLTR,,,,Q4,Q4,
600,EWQ,AA,130.6,7.74,Q4,Q2,B
601,SPXU,A,,5.72,Q1,Q4,
602,GEM,BBB,292.57,5.37,Q1,Q4,C
603,GTO,,,,Q4,Q4,B
604,GSUS,A,116.17,6.66,Q3,Q2,
605,FPEI,A,208.71,6.74,Q3,Q3,
606,LABU,BBB,35.26,4.93,Q1,Q1,
607,BSCR,A,175.04,6.72,Q3,Q3,A
608,XMLV,BBB,351.86,5.7,Q1,Q4,A
609,MLPX,A,871.11,6.4,Q3,Q4,
610,CGCP,,,,Q4,Q4,
611,QLTA,A,215.11,6.83,Q4,Q3,A
612,BWX,A,1.6,6.09,Q2,Q1,B
613,BAR,,,,Q4,Q4,A
614,INTF,AA,108.3,7.69,Q4,Q2,A
615,BCI,,,,Q4,Q4,A
616,PJUL,,,,Q4,Q4,
617,IAUM,,,,Q4,Q4,A
618,IWL,A,99.08,6.67,Q3,Q2,A
619,PPLT,,,,Q4,Q4,D
620,FLQL,A,64.54,6.69,Q3,Q1,A
621,PTNQ,A,46.96,6.71,Q3,Q1,
622,PSQ,A,,5.72,Q1,Q4,
623,ZROZ,A,,5.72,Q1,Q4,
624,IDU,A,,6.89,Q4,Q4,A
625,IBDT,A,281.86,6.61,Q3,Q4,
626,IWC,BBB,,,Q4,Q4,B
627,SIL,BBB,230.44,5.4,Q1,Q3,C
628,EFIV,A,83.14,7.0,Q4,Q2,A
629,DRIV,A,90.23,6.54,Q3,Q2,B
630,URNM,,,,Q4,Q4,
631,FXO,BBB,4.06,5.25,Q1,Q1,B
632,JMEE,,,,Q4,Q4,B
633,EQTY,,,,Q4,Q4,
634,CRBN,A,65.88,6.79,Q3,Q1,B
635,DFNM,,,,Q4,Q4,A
636,SDS,A,,5.72,Q1,Q4,
637,NTSX,A,114.95,6.65,Q3,Q2,
638,IYC,A,67.07,6.06,Q2,Q2,A
639,SNPE,A,94.6,6.95,Q4,Q2,A
640,DBA,,,,Q4,Q4,
641,SUSB,AA,96.96,7.96,Q4,Q2,A
642,XHLF,,,,Q4,Q4,
643,IQDG,AA,89.43,7.98,Q4,Q2,
644,PSK,A,226.68,5.91,Q2,Q3,
645,QVML,A,134.66,6.63,Q3,Q3,B
646,USPX,AAA,,,Q4,Q4,B
647,SMDV,BBB,223.74,5.35,Q1,Q3,A
648,AGGY,A,552.38,6.13,Q2,Q4,A
649,BSVO,,,,Q4,Q4,
650,KNG,A,150.05,7.02,Q4,Q3,B
651,BBSC,BBB,118.25,5.06,Q1,Q2,
652,IVOV,A,147.86,5.77,Q2,Q3,A
653,FYX,BBB,154.75,4.99,Q1,Q3,B
654,LGLV,A,306.62,6.46,Q3,Q4,
655,SMMV,BBB,240.22,5.25,Q1,Q4,A
656,ILCV,A,190.54,6.27,Q2,Q3,A
657,CQQQ,BB,54.56,3.93,Q1,Q1,D
658,FPX,BBB,103.9,5.54,Q1,Q2,
659,VTWV,BBB,189.89,5.01,Q1,Q3,A
660,SMMD,A,151.08,5.73,Q2,Q3,
661,VTWG,BBB,103.63,5.36,Q1,Q2,A
662,COMT,,,,Q4,Q4,
663,SYLD,A,230.59,5.96,Q2,Q3,B
664,ILCB,A,120.44,6.63,Q3,Q2,A
665,QQQE,A,110.32,6.7,Q3,Q2,A
666,IYM,A,715.41,6.68,Q3,Q4,A
667,RDIV,AA,135.56,7.24,Q4,Q3,A
668,EWX,,,,Q4,Q4,C
669,PWV,A,108.75,6.55,Q3,Q2,B
670,SPXS,BBB,1.6,5.29,Q1,Q1,
671,SMLF,BBB,112.8,5.58,Q1,Q2,B
672,EELV,BBB,342.72,5.66,Q1,Q4,D
673,SDIV,BB,,,Q4,Q4,D
674,IVOG,A,158.9,6.0,Q2,Q3,A
675,FIDU,A,113.15,6.66,Q3,Q2,
676,JHML,A,156.14,6.68,Q3,Q3,C
677,ONEY,A,269.55,6.64,Q3,Q4,A
678,IMCB,A,201.33,6.45,Q3,Q3,A
679,BBRE,BBB,92.04,5.61,Q1,Q2,
680,CORP,A,336.17,6.49,Q3,Q4,
681,STPZ,A,,5.72,Q1,Q4,
682,SCHY,AA,194.98,7.45,Q4,Q3,A
683,IAT,A,7.63,5.85,Q2,Q1,C
684,IVOL,A,1.6,5.72,Q1,Q1,
685,DFLV,,,,Q4,Q4,A
686,EZM,A,200.58,5.83,Q2,Q3,B
687,DFGR,,,,Q4,Q4,A
688,FCOM,BB,12.15,4.28,Q1,Q1,
689,QQQJ,A,108.57,6.53,Q3,Q2,A
690,DPST,BBB,,,Q4,Q4,
691,SPBO,A,294.56,6.56,Q3,Q4,A
692,RSPS,AA,,,Q4,Q4,A
693,OUNZ,,,,Q4,Q4,A
694,GLOV,A,70.72,7.07,Q4,Q2,
695,PBW,A,134.84,5.94,Q2,Q3,B
696,SPLB,A,438.68,6.46,Q3,Q4,A
697,ICOW,A,291.13,7.04,Q4,Q4,D
698,FBCG,A,53.27,6.52,Q3,Q1,
699,WCLD,A,7.44,6.52,Q3,Q1,A
700,FSIG,A,149.84,6.99,Q4,Q3,
701,USXF,AA,62.28,7.62,Q4,Q1,A
702,ALTL,A,533.32,6.76,Q3,Q4,C
703,FTLS,A,90.95,6.4,Q3,Q2,
704,DFAR,A,87.94,6.07,Q2,Q2,
705,DFIS,A,187.12,6.48,Q3,Q3,B
706,GWX,BBB,140.43,5.14,Q1,Q3,B
707,DWAS,BBB,155.15,5.02,Q1,Q3,B
708,FGD,A,269.61,6.68,Q3,Q4,
709,EWP,AA,108.96,8.1,Q4,Q2,B
710,YINN,A,,,Q4,Q4,
711,DBMF,A,,,Q4,Q4,
712,PDEC,,,,Q4,Q4,
713,EPS,A,120.37,6.3,Q2,Q2,
714,CATH,A,124.87,6.74,Q3,Q2,
715,TDTF,A,,5.72,Q1,Q4,
716,OUSA,AA,,,Q4,Q4,
717,UDOW,A,31.18,7.13,Q4,Q1,
718,UCO,,,,Q4,Q4,
719,SILJ,BBB,381.37,4.52,Q1,Q4,B
720,KRMA,AA,90.73,7.25,Q4,Q2,
721,REM,BB,2.0,3.81,Q1,Q1,B
722,PNOV,,,,Q4,Q4,
723,JHEM,BBB,382.84,5.62,Q1,Q4,B
724,BUG,A,8.88,6.1,Q2,Q1,
725,REZ,BBB,60.25,4.99,Q1,Q1,B
726,BNDW,A,207.03,6.26,Q2,Q3,
727,SPHB,A,127.28,6.31,Q2,Q2,A
728,PCEF,A,,,Q4,Q4,
729,AOK,A,196.34,6.25,Q2,Q3,
730,PFM,A,160.68,6.87,Q4,Q3,B
731,PAPR,,,,Q4,Q4,
732,FXG,A,102.93,7.05,Q4,Q2,B
733,IEO,A,375.02,6.86,Q4,Q4,A
734,FM,,,,Q4,Q4,C
735,CFO,A,219.93,6.65,Q3,Q3,C
736,EQAL,A,291.9,6.2,Q2,Q4,A
737,GUSH,BBB,378.79,5.57,Q1,Q4,
738,BIZD,,,,Q4,Q4,D
739,PWB,A,81.09,6.72,Q3,Q2,B
740,BSCS,A,206.08,6.71,Q3,Q3,A
741,JVAL,A,136.07,6.55,Q3,Q3,A
742,PSI,A,71.85,6.17,Q2,Q2,B
743,ECH,A,366.1,5.76,Q2,Q4,B
744,PLW,A,1.6,5.72,Q1,Q1,A
745,EWH,A,291.42,6.69,Q3,Q4,
746,IGRO,AA,130.62,7.56,Q4,Q2,B
747,FRDM,A,196.21,5.93,Q2,Q3,
748,LTPZ,A,,5.72,Q1,Q4,
749,XSVM,BBB,182.89,5.12,Q1,Q3,A
750,INDY,A,409.03,5.83,Q2,Q4,F
751,FLCO,A,422.62,6.23,Q2,Q4,B
752,DVYE,BBB,722.45,4.44,Q1,Q4,D
753,QGRO,A,63.49,6.83,Q4,Q1,A
754,FIVG,A,42.81,7.03,Q4,Q1,B
755,PJAN,,,,Q4,Q4,
756,BULZ,,,,Q4,Q4,
757,VRIG,A,81.3,6.42,Q3,Q2,A
758,QAI,A,187.01,6.17,Q2,Q3,
759,AAAU,,,,Q4,Q4,A
760,BSJO,BBB,162.78,4.96,Q1,Q3,D
761,GIGB,A,126.68,6.67,Q3,Q2,
762,EMGF,BBB,256.97,5.56,Q1,Q4,D
763,SPGM,A,133.11,6.83,Q4,Q2,B
764,DIV,BBB,292.09,4.91,Q1,Q4,B
765,LEMB,BBB,,4.61,Q1,Q4,C
766,XHE,A,28.56,6.41,Q3,Q1,A
767,PWZ,,,,Q4,Q4,B
768,CXSE,BBB,124.67,4.91,Q1,Q2,
769,HAUZ,A,79.07,6.25,Q2,Q2,
770,ROM,AA,22.45,7.57,Q4,Q1,
771,ISCF,A,122.33,6.4,Q3,Q2,C
772,SRVR,AA,158.43,8.19,Q4,Q3,B
773,EES,BBB,105.14,4.84,Q1,Q2,B
774,CLOU,A,33.23,6.84,Q4,Q1,
775,IDLV,A,166.49,7.07,Q4,Q3,D
776,PJUN,,,,Q4,Q4,
777,VIOG,BBB,111.88,5.24,Q1,Q2,A
778,EUSB,A,62.29,6.45,Q3,Q1,
779,IBDU,A,234.46,6.61,Q3,Q3,
780,VNM,,,,Q4,Q4,D
781,DJP,,,,Q4,Q4,C
782,DNL,AA,123.31,7.79,Q4,Q2,B
783,IHAK,A,9.09,6.08,Q2,Q1,B
784,BSJN,BBB,114.79,5.7,Q1,Q2,B
785,PNQI,A,13.93,5.84,Q2,Q1,B
786,REMX,BBB,367.3,5.36,Q1,Q4,
787,DWM,AA,144.8,7.5,Q4,Q3,
788,PFFA,BB,147.36,3.64,Q1,Q3,
789,PREF,A,414.51,6.7,Q3,Q4,
790,BUFD,,,,Q4,Q4,
791,UYG,A,39.57,5.98,Q2,Q1,
792,GSST,A,102.59,6.57,Q3,Q2,A
793,IGE,A,445.13,6.59,Q3,Q4,A
794,PAUG,,,,Q4,Q4,
795,ACIO,A,159.6,6.62,Q3,Q3,B
796,FXZ,A,560.2,6.17,Q2,Q4,B
797,NYF,,,,Q4,Q4,A
798,KOKU,A,127.43,6.94,Q4,Q2,B
799,IBMM,,,,Q4,Q4,A
800,FLGB,AA,93.84,7.97,Q4,Q2,A
801,BLOK,BBB,137.39,5.29,Q1,Q3,B
802,NANR,A,379.84,6.68,Q3,Q4,A
803,AGZ,BBB,511.14,4.54,Q1,Q4,A
804,JMUB,,,,Q4,Q4,A
805,DRSK,A,226.62,6.65,Q3,Q3,
806,LCTD,AA,85.71,8.07,Q4,Q2,B
807,KRBN,,,,Q4,Q4,F
808,IQDF,A,229.26,7.07,Q4,Q3,C
809,ONEV,A,197.91,6.68,Q3,Q3,A
810,PMAY,,,,Q4,Q4,
811,JPIE,,,,Q4,Q4,
812,ULST,A,240.95,6.16,Q2,Q4,A
813,TUA,,,,Q4,Q4,A
814,ILTB,A,460.57,5.91,Q2,Q4,A
815,PDN,A,179.21,6.03,Q2,Q3,D
816,CFA,A,219.95,6.65,Q3,Q3,B
817,TLTW,,,,Q4,Q4,
818,PHB,BBB,277.78,5.67,Q1,Q4,C
819,FDLO,A,143.12,6.66,Q3,Q3,A
820,RSPN,A,,,Q4,Q4,A
821,FXN,A,421.36,6.84,Q4,Q4,B
822,VUSE,A,115.62,6.57,Q3,Q2,
823,TLTD,A,156.76,7.03,Q4,Q3,B
824,EEMA,BBB,300.34,5.63,Q1,Q4,C
825,RLY,A,594.56,6.55,Q3,Q4,
826,VFVA,A,192.61,5.88,Q2,Q3,A
827,FDRR,A,143.35,6.82,Q3,Q3,A
828,IMCV,A,325.04,6.64,Q3,Q4,A
829,XNTK,A,24.72,6.99,Q4,Q1,A
830,FCG,A,446.63,6.16,Q2,Q4,B
831,TMFC,A,54.57,6.53,Q3,Q1,B
832,FAUG,,,,Q4,Q4,
833,SSUS,,,,Q4,Q4,
834,EIDO,BBB,420.48,5.62,Q1,Q4,B
835,SMMU,,,,Q4,Q4,
836,FNDB,A,157.92,6.38,Q2,Q3,A
837,BBEM,,,,Q4,Q4,
838,PSEP,,,,Q4,Q4,
839,RSPD,A,,,Q4,Q4,A
840,USTB,A,274.21,6.09,Q2,Q4,B
841,FVAL,A,114.83,6.37,Q2,Q2,A
842,SFY,A,138.49,6.59,Q3,Q3,A
843,DWX,AA,369.18,7.32,Q4,Q4,B
844,UUP,,,,Q4,Q4,
845,RSPG,A,,,Q4,Q4,
846,XONE,,,,Q4,Q4,
847,JHMD,AA,129.32,7.7,Q4,Q2,B
848,EWS,A,97.27,6.82,Q3,Q2,B
849,LVHI,AA,285.88,7.17,Q4,Q4,D
850,DOL,AA,121.7,7.66,Q4,Q2,B
851,EUSA,A,196.26,6.5,Q3,Q3,A
852,VOTE,A,124.26,6.65,Q3,Q2,
853,DFSU,,,,Q4,Q4,A
854,FDT,A,370.69,6.76,Q3,Q4,F
855,MEAR,,,,Q4,Q4,A
856,ACES,A,173.65,6.96,Q4,Q3,
857,PFEB,,,,Q4,Q4,
858,EMCR,A,152.66,5.85,Q2,Q3,
859,TPYP,A,780.19,6.75,Q3,Q4,
860,EMQQ,BBB,49.41,5.44,Q1,Q1,C
861,FJUN,,,,Q4,Q4,
862,JCPI,A,,,Q4,Q4,
863,KIE,BBB,2.67,4.63,Q1,Q1,A
864,IBMN,,,,Q4,Q4,
865,RWK,A,165.73,6.07,Q2,Q3,A
866,IRBO,A,30.94,6.1,Q2,Q1,D
867,BBH,A,13.59,6.66,Q3,Q1,
868,METV,A,21.06,6.33,Q2,Q1,
869,NUGT,A,283.82,6.2,Q2,Q4,
870,GCOR,A,278.95,5.89,Q2,Q4,B
871,GSSC,BBB,144.39,5.17,Q1,Q3,B
872,JAVA,A,246.08,6.27,Q2,Q4,A
873,AVIG,A,406.59,6.46,Q3,Q4,
874,DMXF,AA,65.54,8.07,Q4,Q1,A
875,WIP,A,1.6,5.77,Q2,Q1,C
876,JPUS,A,358.56,6.54,Q3,Q4,A
877,GSEW,A,193.38,6.6,Q3,Q3,A
878,AIQ,A,20.98,6.91,Q4,Q1,
879,BKIE,AA,115.68,7.71,Q4,Q2,
880,MNA,A,113.97,5.72,Q1,Q2,
881,IDRV,A,80.36,5.98,Q2,Q2,B
882,FMAT,A,590.51,6.59,Q3,Q4,
883,TZA,BBB,1.6,5.21,Q1,Q1,
884,FMAY,,,,Q4,Q4,
885,GII,A,888.85,7.13,Q4,Q4,B
886,SDOW,A,,5.72,Q1,Q4,
887,FEM,BBB,730.52,4.67,Q1,Q4,F
888,PCRB,,,,Q4,Q4,
889,YEAR,,,,Q4,Q4,A
890,MMIT,,,,Q4,Q4,B
891,IBML,,,,Q4,Q4,A
892,JUCY,,,,Q4,Q4,B
893,SPEU,AA,103.17,7.79,Q4,Q2,B
894,DBEU,AA,101.05,7.88,Q4,Q2,B
895,BKAG,A,275.15,6.05,Q2,Q4,
896,VXX,,,,Q4,Q4,B
897,TBT,A,,5.72,Q1,Q4,
898,ROUS,A,144.5,6.78,Q3,Q3,
899,QID,A,,5.72,Q1,Q4,
900,NUSI,A,47.0,6.71,Q3,Q1,B
901,AIRR,A,136.16,5.86,Q2,Q3,B
902,CMBS,,,,Q4,Q4,B
903,DAUG,,,,Q4,Q4,
904,XSLV,BBB,70.45,4.64,Q1,Q2,A
905,AVSC,BBB,163.07,5.04,Q1,Q3,A
906,GSID,AA,110.6,7.67,Q4,Q2,B
907,BKMC,A,201.79,6.45,Q3,Q3,
908,MLN,,,,Q4,Q4,
909,CEMB,BBB,585.3,5.44,Q1,Q4,C
910,MDIV,BBB,236.95,4.77,Q1,Q3,
911,FLGV,A,,5.72,Q1,Q4,B
912,IPAY,A,34.53,6.15,Q2,Q1,
913,DIAL,BBB,407.95,5.51,Q1,Q4,B
914,IXG,A,23.31,6.8,Q3,Q1,C
915,DTH,AA,205.52,7.37,Q4,Q3,
916,DFEV,BBB,446.57,5.01,Q1,Q4,B
917,FSMB,,,,Q4,Q4,B
918,TMFG,A,91.9,6.85,Q4,Q2,C
919,POCT,,,,Q4,Q4,
920,FINX,A,9.9,5.93,Q2,Q1,B
921,DIVI,,,,Q4,Q4,A
922,PMAR,,,,Q4,Q4,
923,JPSE,BBB,192.14,5.12,Q1,Q3,
924,JPIN,AA,265.63,7.39,Q4,Q4,C
925,RING,A,380.25,6.48,Q3,Q4,C
926,IAI,A,3.51,6.42,Q3,Q1,B
927,NXTG,AA,53.9,7.33,Q4,Q1,
928,ROBT,AA,22.9,7.27,Q4,Q1,D
929,ERX,A,355.23,6.04,Q2,Q4,
930,GXUS,,,,Q4,Q4,
931,FNOV,,,,Q4,Q4,
932,MMIN,,,,Q4,Q4,A
933,PEJ,BBB,124.06,5.57,Q1,Q2,B
934,CSM,A,162.15,6.68,Q3,Q3,
935,BALT,,,,Q4,Q4,
936,ISCG,BBB,87.91,5.39,Q1,Q2,A
937,PTMC,A,153.71,5.91,Q2,Q3,
938,XRT,A,21.1,6.15,Q2,Q1,A
939,VCEB,A,30.73,6.69,Q3,Q1,
940,JGRO,,,,Q4,Q4,A
941,SDG,AA,133.73,7.4,Q4,Q3,C
942,CCOR,A,270.87,6.77,Q3,Q4,C
943,ISCV,BBB,180.21,5.41,Q1,Q3,A
944,HYEM,BBB,903.43,4.68,Q1,Q4,C
945,FMHI,,,,Q4,Q4,B
946,TECB,A,22.81,6.65,Q3,Q1,A
947,HFXI,AA,106.38,7.63,Q4,Q2,B
948,AIVL,A,214.0,6.6,Q3,Q3,B
949,FFEB,,,,Q4,Q4,
950,CSB,BBB,303.11,5.27,Q1,Q4,B
951,AGQ,,,,Q4,Q4,
952,KBWD,,,,Q4,Q4,D
953,FAPR,,,,Q4,Q4,
954,SHYD,,,,Q4,Q4,
955,DFIP,A,,5.72,Q1,Q4,A
956,CWEB,BBB,,,Q4,Q4,
957,IBDV,A,255.34,6.51,Q3,Q4,
958,EXI,AA,105.86,7.22,Q4,Q2,C
959,SCHQ,BBB,1.6,5.7,Q1,Q1,A
960,VBND,A,476.6,5.76,Q2,Q4,C
961,KBA,BB,278.11,4.2,Q1,Q4,
962,FJUL,,,,Q4,Q4,
963,BBHY,A,,,Q4,Q4,
964,IQSU,A,73.35,7.04,Q4,Q2,B
965,EEMS,,,,Q4,Q4,D
966,NUMG,AA,49.83,7.66,Q4,Q1,A
967,VIDI,A,228.48,6.28,Q2,Q3,
968,HMOP,,,,Q4,Q4,B
969,PPH,A,18.79,6.79,Q3,Q1,
970,IBDW,A,358.69,6.56,Q3,Q4,
971,DUSA,BBB,60.57,5.16,Q1,Q1,C
972,TDSC,A,48.97,6.23,Q2,Q1,
973,CDL,A,629.81,6.9,Q4,Q4,B
974,YYY,,,,Q4,Q4,
975,BSCT,A,192.06,6.7,Q3,Q3,A
976,IHE,A,28.08,6.46,Q3,Q1,B
977,SCHJ,A,172.78,6.69,Q3,Q3,A
978,TCHP,A,23.44,6.84,Q4,Q1,B
979,DDM,A,31.17,7.13,Q4,Q1,
980,JHSC,A,177.01,5.72,Q1,Q3,B
981,EWI,A,148.71,7.07,Q4,Q3,A
982,IAK,BBB,2.22,5.1,Q1,Q1,B
983,SVOL,A,231.58,5.96,Q2,Q3,B
984,NUDM,AAA,48.61,8.77,Q4,Q1,B
985,XDEC,,,,Q4,Q4,
986,GMF,BBB,315.85,5.5,Q1,Q4,F
987,RSPU,A,,,Q4,Q4,A
988,PLDR,A,131.99,7.08,Q4,Q2,
989,RXI,A,55.01,6.6,Q3,Q1,B
990,EMC,,,,Q4,Q4,
991,JPRE,,,,Q4,Q4,C
992,DRLL,,,,Q4,Q4,
993,JPIB,A,223.65,6.29,Q2,Q3,B
994,JPME,A,339.8,6.34,Q2,Q4,
995,RWX,A,76.96,6.72,Q3,Q2,C
996,GINN,A,42.49,6.25,Q2,Q1,
997,SNSR,A,32.98,6.66,Q3,Q1,A
998,VFMO,A,89.42,5.78,Q2,Q2,A
999,AVRE,A,81.56,6.22,Q2,Q2,A
1000,OMFS,BBB,142.76,5.24,Q1,Q3,B
1001,FLKR,BBB,183.87,5.58,Q1,Q3,B
1002,QDEF,A,128.82,6.7,Q3,Q2,B
1003,SIXH,A,71.29,6.69,Q3,Q2,D
1004,CNRG,A,569.28,6.75,Q3,Q4,A
1005,MUST,,,,Q4,Q4,A
1006,NUMV,AA,146.21,7.48,Q4,Q3,B
1007,QQH,A,52.06,6.66,Q3,Q1,
1008,PSCT,A,38.07,5.93,Q2,Q1,B
1009,MSOS,BBB,46.6,5.67,Q1,Q1,
1010,HEZU,AA,123.75,7.85,Q4,Q2,
1011,CMDY,,,,Q4,Q4,B
1012,UVXY,,,,Q4,Q4,
1013,AMZA,BBB,508.03,4.49,Q1,Q4,
1014,USOI,,,,Q4,Q4,
1015,OUSM,A,,,Q4,Q4,
1016,BJUL,,,,Q4,Q4,
1017,FLCA,AA,268.0,7.39,Q4,Q4,A
1018,XES,BBB,276.17,5.08,Q1,Q4,A
1019,GJUN,,,,Q4,Q4,
1020,RDVI,,,,Q4,Q4,
1021,TDVG,A,187.23,6.82,Q3,Q3,B
1022,FLIN,BBB,586.69,5.17,Q1,Q4,C
1023,UTWO,,,,Q4,Q4,
1024,EMHY,BB,673.69,4.04,Q1,Q4,
1025,FQAL,A,119.61,6.51,Q3,Q2,A
1026,EWD,AA,17.53,7.62,Q4,Q1,B
1027,TSLY,,,,Q4,Q4,
1028,IBTG,A,,5.72,Q1,Q4,
1029,SIZE,A,189.49,6.47,Q3,Q3,B
1030,XJUN,,,,Q4,Q4,
1031,FJAN,,,,Q4,Q4,
1032,GQRE,A,59.74,5.99,Q2,Q1,C
1033,FEMS,,,,Q4,Q4,F
1034,IYZ,A,23.01,6.13,Q2,Q1,B
1035,XSW,A,8.03,6.34,Q2,Q1,A
1036,BGRN,A,754.97,6.77,Q3,Q4,
1037,GNMA,,,,Q4,Q4,A
1038,RSPM,A,,,Q4,Q4,A
1039,CHIQ,BBB,59.96,5.12,Q1,Q1,B
1040,QJUN,,,,Q4,Q4,
1041,RWM,A,,5.72,Q1,Q4,
1042,EQL,A,303.39,6.55,Q3,Q4,
1043,FXU,A,,6.68,Q3,Q4,B
1044,IBMO,,,,Q4,Q4,
1045,CNYA,BB,373.28,3.18,Q1,Q4,B
1046,IGHG,A,119.95,6.66,Q3,Q2,
1047,XLSR,A,100.86,6.66,Q3,Q2,
1048,TAXF,,,,Q4,Q4,B
1049,JPEM,BBB,694.12,5.21,Q1,Q4,D
1050,GSPY,A,74.42,6.6,Q3,Q2,
1051,FLIA,A,8.34,5.97,Q2,Q1,B
1052,SMIG,BBB,189.5,5.66,Q1,Q3,B
1053,EQWL,A,151.23,6.63,Q3,Q3,A
1054,COM,,,,Q4,Q4,
1055,ESPO,A,6.96,6.1,Q2,Q1,C
1056,USD,AA,33.79,7.91,Q4,Q1,
1057,FMAR,,,,Q4,Q4,
1058,MXI,A,571.86,6.94,Q4,Q4,D
1059,BIBL,A,145.58,6.64,Q3,Q3,
1060,DDEC,,,,Q4,Q4,
1061,EZA,AA,296.22,7.37,Q4,Q4,B
1062,LGH,A,116.75,6.61,Q3,Q2,
1063,SPUS,A,65.36,6.88,Q4,Q1,C
1064,DBJP,AA,76.8,7.3,Q4,Q2,B
1065,SVXY,,,,Q4,Q4,
1066,IBHD,BBB,168.5,4.94,Q1,Q3,
1067,THD,A,727.04,6.34,Q2,Q4,B
1068,ARKX,A,47.27,6.74,Q3,Q1,C
1069,PTF,A,46.31,5.73,Q2,Q1,B
1070,PJP,A,30.23,6.16,Q2,Q1,B
1071,JNUG,BBB,448.82,5.11,Q1,Q4,F
1072,EWN,AA,35.07,8.32,Q4,Q1,B
1073,HLAL,A,80.31,6.66,Q3,Q2,A
1074,AVES,BBB,616.51,4.85,Q1,Q4,B
1075,BSJQ,BBB,422.64,4.55,Q1,Q4,C
1076,ERTH,A,144.59,7.05,Q4,Q3,
1077,JMOM,A,123.45,6.75,Q3,Q2,A
1078,CAPE,,,,Q4,Q4,
1079,SPUU,A,120.75,6.63,Q3,Q2,
1080,TMV,BBB,1.6,5.13,Q1,Q1,
1081,IXP,BBB,14.42,4.95,Q1,Q1,B
1082,BOXX,,,,Q4,Q4,A
1083,PBJ,A,78.07,6.66,Q3,Q2,B
1084,RSPF,A,,,Q4,Q4,C
1085,SMIN,,,,Q4,Q4,F
1086,XMAR,,,,Q4,Q4,
1087,JUST,A,122.87,6.9,Q4,Q2,B
1088,FSEP,,,,Q4,Q4,
1089,XCEM,A,300.19,6.21,Q2,Q4,C
1090,NBCM,,,,Q4,Q4,B
1091,PSCH,A,30.58,5.92,Q2,Q1,B
1092,PIO,AA,113.02,7.94,Q4,Q2,F
1093,DAPR,,,,Q4,Q4,
1094,ATMP,,,,Q4,Q4,
1095,FDEC,,,,Q4,Q4,
1096,FOCT,,,,Q4,Q4,
1097,IBMP,,,,Q4,Q4,
1098,BUYW,,,,Q4,Q4,
1099,LQDH,A,150.35,6.59,Q3,Q3,
1100,DJD,AA,70.47,7.4,Q4,Q2,A
1101,URTY,BBB,143.52,5.2,Q1,Q3,
1102,NUBD,A,223.52,6.33,Q2,Q3,B
1103,FNY,A,184.84,5.76,Q2,Q3,B
1104,OSCV,BBB,140.9,5.07,Q1,Q3,C
1105,DWLD,BBB,44.76,5.37,Q1,Q1,C
1106,QVMM,A,151.05,5.88,Q2,Q3,B
1107,FUMB,,,,Q4,Q4,A
1108,IAPR,,,,Q4,Q4,
1109,GTEK,A,35.45,6.7,Q3,Q1,
1110,SKOR,A,192.69,6.53,Q3,Q3,
1111,FDHY,BBB,304.25,5.31,Q1,Q4,
1112,CLRG,A,81.59,6.68,Q3,Q2,B
1113,NAIL,A,51.65,5.87,Q2,Q1,
1114,SRET,BB,,,Q4,Q4,
1115,XTN,A,458.93,6.33,Q2,Q4,A
1116,EPOL,BBB,412.98,5.47,Q1,Q4,B
1117,FEP,AA,296.33,7.23,Q4,Q4,F
1118,BCD,,,,Q4,Q4,
1119,USMF,A,122.61,6.4,Q3,Q2,
1120,HAPI,,,,Q4,Q4,
1121,DIVB,A,155.02,6.79,Q3,Q3,
1122,IBD,A,339.74,6.27,Q2,Q4,
1123,RFG,A,231.17,5.91,Q2,Q3,B
1124,CGSD,,,,Q4,Q4,A
1125,IFV,A,332.5,6.13,Q2,Q4,
1126,VSDA,A,145.48,6.93,Q4,Q3,B
1127,SMB,,,,Q4,Q4,
1128,KMLM,,,,Q4,Q4,
1129,NTSI,AA,89.1,7.81,Q4,Q2,
1130,JPMB,BB,,3.94,Q1,Q4,
1131,SGDM,A,293.45,6.97,Q4,Q4,
1132,RFV,A,160.0,5.93,Q2,Q3,A
1133,DNOV,,,,Q4,Q4,
1134,HYDW,BBB,289.44,5.56,Q1,Q4,
1135,JSCP,A,186.01,6.32,Q2,Q3,
1136,DGRS,BBB,191.86,5.13,Q1,Q3,
1137,EDEN,AA,70.05,8.0,Q4,Q2,
1138,RZV,BBB,148.84,5.58,Q1,Q3,B
1139,DBO,,,,Q4,Q4,
1140,BUFF,,,,Q4,Q4,
1141,QVAL,A,570.99,5.74,Q2,Q4,B
1142,FVC,A,266.23,6.65,Q3,Q4,
1143,HCRB,,,,Q4,Q4,
1144,UIVM,A,216.19,6.88,Q4,Q3,
